id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-8A1C83,Investment guru's 12-step wealth plan: steps 2 through 12 require capital participants do not have.,satire,none,finance,investment_promise,hope,none,social_media,15
MIS-B1966C,"Speaking frankly, consumer protection in financial services remains woefully inadequate",opinion,none,finance,investment_promise,curiosity,none,comment,10
MIS-79043B,Banned from mainstream platforms: the truth about how this offshore account delivers risk-free passive income — only 48 hours left.,misinformation,propaganda,finance,policy_claim,urgency,fear,social_media,20
MIS-476DC0,Leaked documents confirm dark money groups quietly predetermined ballot boxes to install their preferred candidate.,misinformation,conspiracy,politics,policy_claim,curiosity,none,social_media,15
MIS-5A5D36,"Speaking frankly, student loan borrowers bear a disproportionate share of economic volatility.",opinion,none,finance,policy_claim,curiosity,none,social_media,12
MIS-CBBD22,"If you look at the evidence carefully, term limits alone will not be enough to reduce the structural power of dark money groups.",opinion,none,politics,economic_prediction,anger,none,forum,23
MIS-8FDF42,International monitors certified that voter participation in the provisional ballot review reached a two-decade high with no fraud detected.,factual,none,politics,policy_claim,anger,none,blog,19
MIS-F65480,Peer-reviewed journal confirms walking outside once a week works — wellness industry calls results unreliable.,satire,none,health,cure_claim,curiosity,none,social_media,15
MIS-A0B04D,"Independent lab testing by UL demonstrates that the biological effects of next-generation routers have been studied in over 25,000 peer-reviewed papers.",factual,none,technology,policy_claim,fear,none,blog,21
MIS-B637A5,EXPOSED: vaccine safety is funded by governments to manipulate public opinion. The scientific establishment is protecting its funding.,misinformation,propaganda,science,policy_claim,hope,curiosity,social_media,18
MIS-0C6F08,"According to the latest clinical research, regular screening reduces chronic fatigue syndrome mortality by catching cases at treatable stages.",factual,none,health,cure_claim,curiosity,none,forum,19
MIS-057CA7,It seems clear to me that patients with bipolar disorder should have a legal right to experimental treatment access.,opinion,none,health,policy_claim,curiosity,none,blog,19
MIS-8CDBFD,A coroner's inquest confirmed facial recognition cameras expose your medical history to foreign intelligence agencies — the verdict was quietly sealed by tech oligarchs.,misinformation,conspiracy,technology,technology_fear,urgency,none,forum,24
MIS-19B2D7,"If you look at the evidence carefully, the revolving door between regulators and a network of compromised officials is a serious democratic problem.",opinion,none,politics,election_fraud,neutral,none,blog,23
MIS-10B91C,WARNING — vaccine manufacturers buried the proof that diatomaceous earth silently cures depression with zero adverse effects.,misinformation,conspiracy,health,policy_claim,anger,hope,social_media,17
MIS-4F665B,Scientists confirm eating one grape daily outperforms all approved treatments. health insurance sector ignores the findings entirely.,satire,none,health,policy_claim,hope,none,comment,17
MIS-348BFA,longitudinal research spanning 30 years confirms that CRISPR gene editing research has been replicated across institutions on six continents.,factual,none,science,scientific_misinterpretation,neutral,none,comment,19
MIS-373F65,"meta-analyses covering 10,000+ studies confirm that mRNA technology research has been replicated across institutions on six continents.",factual,none,science,economic_prediction,fear,none,blog,17
MIS-A8DAAD,"According to the latest clinical research, regular screening reduces cancer mortality by catching cases at treatable stages.",factual,none,health,cure_claim,fear,none,blog,17
MIS-1B5671,Independent auditors verified that globally diversified index funds outperform active management over 15-year horizons.,factual,none,finance,policy_claim,curiosity,none,blog,14
MIS-4B2437,Climatologists solve artificial general intelligence problem — discover three new problems in the process.,satire,none,science,policy_claim,curiosity,none,forum,14
MIS-D88336,"In my view, public communication around quantum computing has been consistently mishandled by policymakers.",opinion,none,science,scientific_misinterpretation,curiosity,none,comment,14
MIS-B75A15,Oceanographers spend $18 million verifying yet again stress is bad for you in ways that are stressful to read about.,satire,none,science,scientific_misinterpretation,curiosity,none,forum,20
MIS-749F63,Critics rightly argue that the cost of treating epilepsy is placing unsustainable strain on public health systems.,opinion,none,health,cure_claim,hope,none,social_media,17
MIS-7AFC29,Critics rightly argue that workers in biometric payment terminals manufacturing face conditions tech oligarchs deliberately obscure from consumers.,opinion,none,technology,policy_claim,hope,none,blog,18
MIS-31A574,Let's be honest: the gap between scientific consensus on gravitational wave detection and public understanding is dangerously wide.,opinion,none,science,policy_claim,fear,none,forum,18
MIS-076099,Groundbreaking research: grandmother achieves perfect health by going to bed at a reasonable hour. medical establishment ignores the findings entirely.,satire,none,health,scientific_misinterpretation,urgency,hope,social_media,20
MIS-3E38D9,WARNING — medical journals buried the proof that raw onion juice flushes out Alzheimer's disease with zero adverse effects.,misinformation,rumor,health,cure_claim,fear,anger,social_media,19
MIS-451813,Three countries have quietly banned wearable fitness trackers after confirming they spy on private conversations. Big Tech blocked the news.,misinformation,myth,technology,scientific_misinterpretation,urgency,none,messaging_app,20
MIS-927A4F,Poll finds 85%% of voters would struggle to name their own representative — voters unavailable for comment.,satire,none,politics,election_fraud,curiosity,none,forum,17
MIS-ED0098,Sworn affidavits from bipartisan poll workers confirm that bipartisan canvassers certified the recount results after reviewing all challenged ballots.,factual,none,politics,election_fraud,curiosity,none,social_media,19
MIS-F8BEBB,Breaking: councillor filmed admitting a mistake — attributes remarks to being taken out of context.,satire,none,politics,economic_prediction,urgency,none,social_media,15
MIS-AD2C5B,Breaking: councillor filmed admitting a mistake — attributes remarks to being taken out of context.,satire,none,politics,economic_prediction,urgency,none,social_media,15
MIS-DBCF2A,"Retired banker confirms this leveraged ETF generates life-changing returns of $3,000 daily. Only insiders knew — until now.",misinformation,propaganda,finance,investment_promise,urgency,none,social_media,18
MIS-51289E,"According to IEEE safety standards, international bodies have reviewed AI surveillance systems safety evidence and found no cause for concern.",factual,none,technology,technology_fear,fear,hope,social_media,20
MIS-958302,"Honestly speaking, the public deserves a full parliamentary inquiry into the influence of corporate lobbyists.",opinion,none,politics,economic_prediction,curiosity,none,social_media,15
MIS-B6688E,Former IPCC member admits gravitational wave detection has been completely debunked by independent researchers. The retraction confirms the conspiracy.,misinformation,propaganda,science,policy_claim,urgency,none,forum,19
MIS-EF816B,WARNING — the FDA buried the proof that bloodroot paste naturally defeats psoriasis with zero adverse effects.,misinformation,medical_claim,health,cure_claim,anger,none,messaging_app,17
